iRIC output t = 7400
71,25
I,J,X,Y,Depth(m),Elevation(m),WaterSurfaceElevation(m),ShearStress(Nm-2),ElevationChange(m),FixedBedElevation(m),Vorticity(s-1),FroudeNumber,ShieldsNumber,CrossSectionalMinBedElev(m),CrossSectionalAveBedElev(m),CrossSectionalAveWaterLevel(m),SuspendedSedimentConcentration,Velocity(ms-1)X,Velocity(ms-1)Y,Velocity(ms-1) (magnitude),BedloadFlux(m2s-1)X,BedloadFlux(m2s-1)Y,BedloadFlux(m2s-1) (magnitude)
43,18,-54256.4414062,-97699.125,0.00533506320827,4.20325722886,4.20859229207,0,2.805066564e-05,4.2032291782,0,3.65389353966e-09,0,-1.70042603603,4.4263287306,1.38617015216,0,0,0,0,0,0,0
44,18,-54350.6679688,-97761.2421875,0.00532519112122,4.00228511294,4.00761030406,2.03776133303e-06,0.000110089880519,4.00217502306,3.28972363185e-15,0.000656331897819,1.25892647146e-06,-1.67283974865,4.71913085494,1.36788918108,0,2.7225262257e-13,-5.35513843923e-13,6.00746675005e-13,0,0,0
45,18,-54450.5351562,-97816.75,0.00587782804193,3.80127205774,3.80714988578,5.22026279832e-06,0.000151189820575,-24995.9488791,2.37469334357e-07,0.0012976044006,1.71297282877e-06,-1.73935391191,5.01201173041,1.34054950813,0,-4.15223181679e-06,-2.30297792931e-06,4.74812977953e-06,0,0,0
46,18,-54550.7851562,-97872.234375,0.0058579391518,3.60019355392,3.60605149307,7.3494213626e-07,0.00012684113759,-49995.8999333,5.40880208604e-06,0.00064127250278,4.5404635731e-07,-1.80471704562,5.30501540659,1.11976453049,0,-9.95499272613e-05,-5.98054935807e-05,0.000116133049044,0,0,0
47,18,-54646.1601562,-97934.2734375,0.0434409946605,3.39356516235,3.43700615701,0.00860253510244,6.44754822479e-05,-49996.1064993,3.79476011647e-11,0.0251463594967,0.00531463571645,-1.79981528411,5.52418858908,1.07965121539,0,3.26878898574e-09,-5.91728627942e-09,6.76012265761e-09,0,0,0
48,18,-54732.0234375,-98005.2265625,0.129822023801,3.17588361567,3.30570563947,0.0752076708516,-2.73037575238e-05,-49996.3240891,0.00600982451905,0.0628511413234,0.0256641463728,-1.65590524526,5.59544244642,1.28536472461,0,-0.0942603045964,-0.0805187734619,0.123968858599,-6.90505368849e-08,-5.89841179628e-08,9.08135607492e-08
49,18,-54815.5039062,-98078.9296875,0.229098062137,2.95274959587,3.18184765801,0.158716043175,-5.96854668173e-05,-49996.5471907,0.00854078692945,0.0763787740301,0.0494146341862,-1.44259637642,5.5926831133,1.2535087751,0,-0.120190874087,-0.097994083333,0.155076389505,-2.84173998804e-07,-2.31692140301e-07,3.66655300621e-07
50,18,-54904.0039062,-98145.4453125,0.300126049188,2.79328952836,3.09341557755,0.243461035653,-8.86718031845e-05,-49996.7066218,0.0148840902775,0.085813425219,0.076302767235,-1.29869454593,5.57533293255,1.2280407457,0,-0.202599920088,-0.119710866087,0.235324072459,-1.03491097245e-06,-6.1148569502e-07,1.20206300838e-06
51,18,-55035.5625,-98208.953125,0.315213219806,2.76123867986,3.07645189967,0.465430927301,-4.9552622059e-05,-24996.9887118,0.0152273965634,0.0856641966288,0.148812313871,-1.29347778171,5.52898199039,1.19845888492,0,-0.201986089756,-0.0723367300644,0.214548323162,-1.72804732026e-06,-6.16842325905e-07,1.83484113647e-06
52,18,-55180.4492188,-98244.125,0.299700317439,2.79288260818,3.09258292562,0.625238750369,1.37866517544e-05,2.79286882153,0.0118247876078,0.0769508129226,0.191543462455,-1.35972872417,5.46795127224,1.16294945424,0,-0.168490009906,-0.0282989108184,0.170849968661,-1.8739053646e-07,-2.72412061816e-08,1.89360229375e-07
53,18,-55330.765625,-98251.8671875,0.283384563609,2.82435630615,3.10774086976,0.325504684492,-9.31045663748e-05,-24996.9255506,0.0120743825571,0.0720243582749,0.110863981844,-1.42756027625,5.40676319632,1.12173231726,0,-0.185768254198,0.00165266666829,0.185775605436,-1.01684750703e-08,3.75934242292e-10,1.01754219475e-08
54,18,-55478.6171875,-98233.1015625,0.141643493641,3.18075380278,3.32239729643,0.268431224683,-9.38818536178e-05,-24996.5691523,0.00836882576702,0.181716251778,0.0891982138985,-1.50979254743,5.43435595263,1.09830008535,0,-0.130647134834,0.0282317411676,0.133662653908,-1.50278859781e-07,3.43192375944e-08,1.54147804934e-07
55,18,-55638.2773438,-98181.640625,0.00546034608787,4.18688145151,4.1923417976,0.110612737207,1.23665000906e-07,4.18688132784,2.54505727335e-08,0.148117942886,0.0683030243434,-1.62209559748,5.63932432582,0.751472806804,0,-1.12910685025e-06,-2.3854437422e-06,2.63917110595e-06,-5.55021466086e-10,2.2319913085e-10,5.98219591645e-10
56,18,-55788.9257812,-98108.3125,0.00530530223111,5.51773265579,5.52303795802,0,1.01721298051e-10,-24994.2322673,-5.25842021324e-21,7.34045705559e-11,0,-1.74938747445,5.93286986548,0.757284076705,0,-6.83102271706e-20,3.59945495196e-20,7.72133066979e-20,0,0,0
57,18,-55935.296875,-98025.1328125,0.00530530223109,6.05966597967,6.06497128191,0,7.70783676884e-08,-74993.1903341,0,0,0,-1.87244964118,6.03318673283,0.723870352103,0,0,0,0,0,0,0
58,18,-56042.0117188,-97963.6953125,0.00530530223109,5.02387935425,5.02918465649,0,0.000116366615161,-99993.976237,0,0,0,-1.98891053888,5.74710878588,0.603811651959,0,0,0,0,0,0,0
59,18,-56147.4882812,-97900.9609375,0.102198969821,3.19942411171,3.30162308153,0.0295830002715,0.000482119947884,-99995.801058,2.84363283146e-06,0.0347889231059,0.0181531084335,-2.10018492577,5.26813430044,0.805945179583,0,-0.000372683035228,-0.000545634743193,0.000660764646244,-5.49334325105e-10,-8.04264925079e-10,9.73966257347e-10
60,18,-56250.2460938,-97834.4609375,0.512698047274,1.37482056796,1.88751861523,0.264422531907,0.000699572081044,-99997.625879,0.0178022063741,0.0772469772065,0.0905076834411,-2.20762547947,4.7895960684,0.618990419812,0,-0.213082457723,0.146563693103,0.258621441349,-2.11806170999e-06,1.43179648902e-06,2.55660450466e-06
61,18,-56348.8085938,-97761.71875,0.890140116802,0.304117289767,1.19425740657,0.551026890115,8.88572742109e-05,-99998.6959716,0.026619948679,0.0897671898923,0.171246191639,-2.33225739289,4.44422435496,0.48462043146,0,-0.307310884589,0.241824041355,0.391048394401,-5.99448771349e-06,4.68383643407e-06,7.6073784373e-06
62,18,-56428.15625,-97694.4609375,0.74645879365,0.74244169021,1.48890048386,0.793976960251,-0.000951043881432,-99998.2566073,0.0314786268046,0.117586631147,0.247810061771,-2.49489597046,4.36495007005,0.458550150354,0,-0.344653569719,0.301779033166,0.458101154745,-1.12038052541e-05,9.81006382766e-06,1.48916958227e-05
63,18,-56505.59375,-97624.4375,0.330298879318,1.9366527597,2.26695163902,0.645896621636,-0.000832708480845,-99997.0625145,0.0303852924079,0.144213311109,0.209332137282,-2.67532699965,4.41895201707,0.482729091611,0,-0.327566477237,0.294356858566,0.440392730633,-8.21753256027e-06,7.3844157986e-06,1.10479608103e-05
64,18,-56583.2382812,-97555.1015625,0.0634811250173,3.13146663681,3.19494776183,0.0977886227859,-0.000111565463416,-99995.8684218,4.63594616696e-07,0.0739358157539,0.0604136921421,-2.85462088791,4.47308531868,0.609204853694,0,-5.10503854495e-06,4.35702484364e-06,6.71156345671e-06,-9.14778516377e-07,7.80740965458e-07,1.20265381102e-06
65,18,-56663.2304688,-97489.8984375,0.0054402812075,4.32566589595,4.33110617715,1.16866457496e-05,-5.04042059557e-06,-99994.6743291,2.44608820891e-14,0.00278069065582,7.21999552074e-06,-3.0345184732,4.52703515347,0.312320569755,0,-2.49400409036e-12,-3.37122572872e-12,4.19347341911e-12,0,0,0
66,18,-56747.6875,-97432.265625,0.00544028120756,5.04954299374,5.05498327495,1.16866457496e-05,-2.00239523327e-05,-99993.950437,1.95526065737e-07,0.00278069065627,7.21999552074e-06,-3.0170039595,4.55885247041,0.299026448783,0,-2.50959956917e-06,1.54666529337e-06,2.94792529201e-06,0,0,0
67,18,-56820.5703125,-97392.9296875,0.00530530223115,4.8330537935,4.83835909574,0,0,-99994.1669462,2.81087488258e-15,4.47139229501e-13,0,-2.64823076183,4.54661507983,0.251042973702,0,2.6494423398e-13,5.16845580109e-13,5.80796694892e-13,0,0,0
68,18,-56896.921875,-97359.3828125,0.00530530223109,4.14634391655,4.15164921878,0,0,-99994.8536561,-7.70573909787e-15,8.56828249363e-13,0,-2.51617995028,4.51287587861,0.166245631961,0,3.88992942545e-13,9.18228175382e-13,9.97225396496e-13,0,0,0
69,18,-56975.875,-97330.1796875,0.00629492855747,3.4596340396,3.46592896816,3.42415602821e-05,0,-99995.540366,-1.05065820033e-07,0.00408245973797,2.11543942681e-05,-3.11766803376,4.47971963805,0.0198269512267,0,1.58798575144e-06,-5.52071141136e-07,1.68121423134e-06,0,0,0
70,18,-57056.5625,-97303.8828125,0.00364227744192,2.77292416266,2.7765664401,3.42415602821e-05,0,-99996.2270758,2.70952039964e-15,0.00408245973712,2.11543942681e-05,-3.71766713815,4.44639016674,-0.292098125317,0,6.03215645956e-14,3.39306337539e-13,3.44626583202e-13,0,0,0
71,18,-57138.1171875,-97279.03125,0,2.42956922418,2.42956922418,0,0,-99996.5704308,2.70952039964e-15,0,0,-4.01518143815,4.42960653899,-0.566560286063,0,0,0,0,0,0,0
1,19,-51283.8554688,-93980.7109375,0.0106234327588,3.06056094605,3.07118437881,0.0218809212861,0,3.06056094605,3.43157141532e-08,0.047365730764,0.00675874665437,-2.029756875,3.85167293937,2.34404838989,0,0.00189539432005,-0.0370695832023,0.0371180080072,0,0,0
2,19,-51277.4257812,-94106.4609375,0.00796436762195,3.05494332067,3.06290768829,0.00547023032152,0,3.05494332067,3.43157141532e-08,0.0236828655562,0.00337937332718,-1.98764992322,3.95400311547,2.31702235626,0,3.08579463307e-08,-5.98902314369e-07,5.99696752541e-07,0,0,0
3,19,-51270.875,-94232.640625,0.0053053023581,3.04370806991,3.04901337227,0,0,3.04370806991,-8.24819597604e-21,1.74241909633e-10,0,-1.9028333554,4.15892380007,2.13678081367,0,3.25324664168e-21,-1.38499379559e-19,1.38537582453e-19,0,0,0
4,19,-51264.0742188,-94359.65625,0.00624663619217,3.03247281915,3.03871945534,0.000217934583277,0,3.03247281915,2.16870335982e-13,0.00583344008967,0.000134627730328,-1.8279045253,4.3639388392,2.18323451982,0,4.06593038342e-11,-2.27611885829e-12,4.07229628753e-11,0,0,0
5,19,-51256.90625,-94487.9296875,0.00738450178535,3.24844202413,3.25582652591,0.000592740670813,3.19744231092e-14,3.24844202413,1.17238359866e-05,0.00978257068017,0.000163075214119,-1.84924307415,4.57144503559,2.22534387916,0,0.00218367435358,-0.000327050113385,0.00220802976863,0,0,0
6,19,-51250.1523438,-94618.578125,0.00652034673485,3.91882014058,3.92534048732,9.19341393228e-05,5.5591087289e-12,3.91882014058,-1.01313044476e-05,0.00395120312197,2.84474966982e-05,-1.84720197988,4.78435864862,2.29946694834,0,0.00189738461623,-0.000346299922417,0.001928728083,0,0,0
7,19,-51248.6289062,-94748.8125,0.00538575735157,4.81640271277,4.82178847012,2.08918128032e-11,5.52802248421e-12,4.81640271277,-2.94696434003e-14,2.07253181639e-06,1.29069365232e-11,-2.02569113965,4.99997213182,2.25794224779,0,-9.74407574826e-15,-3.17552983887e-13,3.17702446619e-13,0,0,0
8,19,-51258.0664062,-94876.4921875,0.00540120094475,5.71398528495,5.7193864859,1.75869216487e-14,0,5.71398528495,-6.31536211501e-09,5.99137163609e-08,1.08651787901e-14,-2.21124234124,5.2154085949,2.33363515537,0,8.0033785878e-09,5.64015825533e-08,5.69665918178e-08,0,0,0
9,19,-51284.1992188,-94999.484375,0.00539792475484,6.39211358158,6.39751150633,1.75869216487e-14,0,6.39211358158,-2.42835788385e-11,6.09277424836e-08,1.08651787901e-14,-2.36021222477,5.34722625913,2.14896164074,0,5.6700186599e-11,1.84690985442e-10,1.9319852811e-10,0,0,0
10,19,-51333.7460938,-95123.0078125,0.00530530285239,6.63133332707,6.63663862992,1.05743445877e-15,0,6.63133332707,1.44410778246e-10,1.60398266007e-08,6.53281721661e-16,-2.43620056449,5.3121095262,2.10306989873,0,-4.88338176925e-10,-1.026165958e-09,1.13643774507e-09,0,0,0
11,19,-51399.4453125,-95241.6484375,0.00530530539777,6.65109879699,6.65640410239,1.32464474304e-14,0,6.65109879699,1.49351235194e-09,5.31802590796e-08,4.86582287057e-15,-2.47583340286,5.19351789153,2.01527805529,0,-6.4386153617e-09,-1.09234509497e-08,1.26798086904e-08,0,0,0
12,19,-51472.3554688,-95358.1640625,0.00530530479648,6.67086426692,6.67616957171,1.83062505113e-14,0,6.67086426692,2.36249678889e-09,6.25173468364e-08,5.93001481266e-15,-2.60043668301,5.07487560116,1.92671882581,0,-1.15832394915e-08,-1.87826979042e-08,2.20671968695e-08,0,0,0
13,19,-51543.53125,-95475.2890625,0.00530530223111,6.58608738787,6.5913926901,2.77998874583e-15,0,6.58608738787,7.54886575376e-12,2.43625423978e-08,1.71747366375e-15,-3.07214878496,4.91149398821,2.15265370072,0,-3.75830984512e-11,-6.58354321146e-11,7.58076078696e-11,0,0,0
14,19,-51599.0742188,-95580.1875,0.00530530223109,6.29222581086,6.29753111309,0,0,6.29222581086,0,0,0,-3.26975226683,4.65873727952,2.20974222072,0,0,0,0,0,0,0
15,19,-51650.1328125,-95686.765625,0.00530530223109,5.89382188488,5.89912718712,0,0,5.89382188488,0,0,0,-3.32996356827,4.36134382421,2.07259435184,0,0,0,0,0,0,0
16,19,-51700.4257812,-95794.125,0.00530530223109,5.49541795891,5.50072326114,0,0,5.49541795891,0,0,0,-3.39005934243,4.06385704584,1.99797523942,0,0,0,0,0,0,0
17,19,-51753.6679688,-95901.3515625,0.0053053022654,5.26391577267,5.26922107493,0,0,5.26391577267,1.44587460881e-19,1.99316556126e-11,0,-3.41515488764,3.81233114174,1.93804550406,0,5.53859630645e-19,1.03687654321e-18,1.17553113796e-18,0,0,0
18,19,-51821.8515625,-96021.4453125,0.00545541548381,5.36621706591,5.3716724814,1.12528447745e-08,0,5.36621706591,3.57661288213e-12,4.72946806262e-05,6.95199380623e-09,-3.36925446444,3.6529756476,2.08408083916,0,1.75722841517e-10,-7.59198660213e-11,1.9142189814e-10,0,0,0
19,19,-51899.890625,-96135.2421875,0.00545541547826,5.6354200989,5.64087551438,1.12634277671e-08,0,5.6354200989,3.74314815105e-09,4.73177040764e-05,6.95199534275e-09,-3.28788813532,3.53971688218,2.06772539137,0,-1.27908700674e-08,-1.68101394855e-08,2.11231424415e-08,0,0,0
20,19,-51989.0039062,-96237.796875,0.00530530227567,5.90462313189,5.90992843416,2.48708438214e-15,0,5.90462313189,1.09165352867e-11,2.36218268767e-08,1.53651770435e-15,-3.21422711479,3.42649418808,1.86576757227,0,-3.76042535589e-11,-3.72841688827e-11,5.29545950319e-11,0,0,0
21,19,-52090.4140625,-96324.140625,0.00530530233013,6.13667394821,6.14197925054,0,0,6.13667394821,9.05506595569e-11,1.20970209595e-09,0,-3.42563412576,3.30019528992,1.84994461258,0,-3.63073384283e-10,-2.6316419778e-10,4.48416856695e-10,0,0,0
22,19,-52190.7890625,-96384.0546875,0.00530530234047,6.2944203312,6.29972563354,0,0,6.2944203312,2.46889593808e-11,8.42234339844e-10,0,-4.03335923084,3.14761671593,1.83573522306,0,-1.38450085017e-10,-7.02474699018e-11,1.5525183757e-10,0,0,0
23,19,-52299.8710938,-96430.4140625,0.00530530226316,6.41501449753,6.42031979979,0,0,6.41501449753,4.0606826308e-12,2.59767696257e-10,0,-4.83904328849,2.98180410274,1.82645509644,0,-3.3354511067e-11,-1.21742632369e-11,3.55068457326e-11,0,0,0
24,19,-52415.796875,-96466.1796875,0.00530531457651,6.53560866386,6.54091397844,1.68662766498e-14,0,6.53560866386,6.89140590094e-13,6.00567998224e-08,1.04199651869e-14,-5.6443144003,2.81598917898,1.81101663451,0,-7.99488316863e-12,-2.2341193738e-12,8.30117137857e-12,0,0,0
25,19,-52536.71875,-96494.3359375,0.00531005857914,6.56965796584,6.57496802442,6.08190845626e-08,3.4215744904e-08,-24993.1803421,-2.58443244237e-09,0.000206651466745,3.73419822676e-08,-6.09293926103,2.69309447357,1.78604774257,0,9.74134041368e-08,-5.90532884279e-08,1.13915153424e-07,0,0,0
26,19,-52639.6523438,-96514.6171875,0.00634199903551,6.43061698475,6.43695898379,0.000271575820242,-4.17508613459e-07,-49993.0693826,9.12459147325e-06,0.0114436606361,0.000157612677084,-5.82791856143,2.65622452096,1.74858202658,0,-0.000179945876208,-3.64711335718e-05,0.000183604634876,0,0,0
27,19,-52741.4804688,-96536.328125,0.0066980207333,6.20503144257,6.2117294633,0.00116705431046,-5.31768407974e-07,-49993.294968,0.000263547901124,0.0250881304906,0.000350468625229,-5.20417467556,2.66295180853,1.71517332087,0,-0.00585243103307,-0.00145327246874,0.00603016996985,0,0,0
28,19,-52838.90625,-96564.109375,0.00580854202878,5.97943989351,5.98524843554,0.000461709150485,-6.65289213408e-06,-49993.5205535,0.000104852227895,0.0167396512613,0.000200704667907,-4.57856739888,2.67008528075,1.71782849046,0,-0.00263559396867,-0.000934828051831,0.00279647260923,0,0,0
29,19,-52928.640625,-96602.625,0.00544777632279,5.75385454563,5.75930232195,1.26615990781e-05,-6.57284808625e-06,-49993.7461389,-6.87271097596e-09,0.00288859320883,7.81137778999e-06,-4.65700253054,2.67668584631,1.74466210761,0,6.12723129121e-07,-7.81238542043e-07,9.92856128819e-07,0,0,0
30,19,-53007.390625,-96656.515625,0.00530530223144,5.59211302416,5.59741832639,0,0,-24994.157887,-9.2854067908e-19,3.278710559e-09,0,-4.7535491218,2.81651973222,1.77853430331,0,6.01223777734e-17,-5.41600395621e-17,8.0919776288e-17,0,0,0
31,19,-53091.375,-96752.625,0.00530530223109,5.55803959706,5.56334489929,0,0,5.55803959706,4.89053632418e-18,1.79777612332e-11,0,-4.4513926263,3.22417448489,1.81985769966,0,-7.42964198028e-17,-9.86166584778e-17,1.23471467655e-16,0,0,0
32,19,-53164.1523438,-96864.5859375,0.00530530223109,5.58780350356,5.59310880579,0,0,5.58780350356,0,0,0,-4.36354250758,3.76584393898,1.95237678552,0,0,0,0,0,0,0
33,19,-53238.7070312,-96974.3203125,0.00530530223109,5.61756741007,5.6228727123,0,0,5.61756741007,0,0,0,-4.27576621378,4.3074769729,1.81797778276,0,0,0,0,0,0,0
34,19,-53328.0117188,-97063.734375,0.00530530223109,5.60773230158,5.61303760381,0,0,5.60773230158,0,0,0,-4.12441180887,4.58586761349,1.81276329547,0,0,0,0,0,0,0
35,19,-53435.6328125,-97119.046875,0.00530530223109,5.5186991631,5.52400446533,0,0,5.5186991631,0,0,0,-3.84720984567,4.33765835633,1.84428980782,0,0,0,0,0,0,0
36,19,-53556.9453125,-97155.53125,0.00530530223109,5.39006700964,5.39537231187,0,0,5.39006700964,0,0,0,-3.50564380926,3.82617157509,1.64981540018,0,0,0,0,0,0,0
37,19,-53680.1523438,-97189.6484375,0.00530530223109,5.26143485617,5.2667401584,0,0,5.26143485617,0,0,0,-3.16197199046,3.3150047694,1.71433458326,0,0,0,0,0,0,0
38,19,-53793.4492188,-97237.875,0.00530530223109,5.20755121155,5.21285651378,0,0,5.20755121155,0,0,0,-3.10624973832,3.01496199146,1.61475341476,0,0,0,0,0,0,0
39,19,-53897.7382812,-97321.578125,0.00530530223109,5.30316458462,5.30846988686,0,0,5.30316458462,0,0,0,-2.90592008567,3.13647135353,1.60474582082,0,0,0,0,0,0,0
40,19,-53986.3710938,-97427.921875,0.00530530226938,5.47352646655,5.47883176882,0,0,5.47352646655,4.58762661316e-19,1.16374784134e-10,0,-2.24734430569,3.46868628832,1.59860651991,0,1.80561587575e-16,-2.52993463217e-16,3.10818563374e-16,0,0,0
41,19,-54070.3867188,-97541.953125,0.00530530250691,5.64388834848,5.64919365098,0,0,5.64388834848,-5.34405021671e-12,2.45792961166e-10,0,-1.70595717498,3.80107963174,1.4020149799,0,6.42784957326e-11,8.13517796047e-11,1.0368142099e-10,0,0,0
42,19,-54160.8203125,-97648.7265625,0.00533506572954,5.85037848274,5.85571354847,0,0,5.85037848274,1.93871049244e-11,7.44582527713e-09,0,-1.73067890911,4.12367392368,1.39635797021,0,1.56083418557e-09,-3.13492463987e-09,3.50199312571e-09,0,0,0
43,19,-54245.9101562,-97722.5703125,0.00533506549209,6.12912512167,6.13446018716,0,0,6.12912512167,-1.81655549642e-11,7.34984773893e-09,0,-1.70042603603,4.4263287306,1.38617015216,0,1.34517374284e-09,-2.91718600442e-09,3.21239265701e-09,0,0,0
44,19,-54339.0234375,-97786.28125,0.00530530223118,6.44400001294,6.44930531517,0,0,6.44400001294,2.06148256479e-13,3.65328620978e-11,0,-1.67283974865,4.71913085494,1.36788918108,0,2.37202535508e-12,1.52010760516e-12,2.81730925111e-12,0,0,0
45,19,-54436.4414062,-97844.671875,0.00530530223109,6.7588749042,6.76418020643,0,0,6.7588749042,0,3.09222326222e-12,0,-1.73935391191,5.01201173041,1.34054950813,0,0,0,0,0,0,0
46,19,-54534.4375,-97902.578125,0.00530530223109,7.07374979546,7.07905509769,0,0,7.07374979546,0,0,0,-1.80471704562,5.30501540659,1.11976453049,0,0,0,0,0,0,0
47,19,-54629.2929688,-97964.8046875,0.00530530223109,7.31279030794,7.31809561017,0,0,7.31279030794,0,0,0,-1.79981528411,5.52418858908,1.07965121539,0,0,0,0,0,0,0
48,19,-54717.7695312,-98033.1015625,0.00530530223146,7.4001620629,7.40546736513,0,0,7.4001620629,0,9.63300356048e-12,0,-1.65590524526,5.59544244642,1.28536472461,0,0,0,0,0,0,0
49,19,-54805.296875,-98102.4375,0.00530530224308,7.41169943922,7.41700474146,0,0,7.41169943922,-6.82984144057e-13,1.51367705252e-10,0,-1.44259637642,5.5926831133,1.2535087751,0,-7.06329635981e-12,-5.17800132185e-12,8.75795941733e-12,0,0,0
50,19,-54897.6171875,-98164.9453125,0.00530530224938,7.4441639164,7.44946921865,0,0,7.4441639164,-1.33974713764e-11,2.62047772354e-10,0,-1.29869454593,5.57533293255,1.2280407457,0,-1.2283180639e-10,-6.68875429861e-11,1.39862775847e-10,0,0,0
51,19,-55033.5117188,-98226.7109375,0.00530660615287,7.51848259501,7.52378920116,5.24762366484e-08,7.54951656745e-14,7.51848259501,5.90188955709e-12,0.000105813435211,3.24197551345e-08,-1.29347778171,5.52898199039,1.19845888492,0,4.93953627114e-11,1.6685816407e-11,5.21374944408e-11,0,0,0
52,19,-55180.8046875,-98262.3515625,0.00626602475209,7.6137283743,7.61999439906,1.32760088864e-05,2.14761541883e-12,7.6137283743,5.39678426959e-08,0.00142177079208,7.23542470046e-06,-1.35972872417,5.46795127224,1.16294945424,0,-4.81565187239e-07,-7.22380185367e-08,4.86953140336e-07,0,0,0
53,19,-55332.453125,-98271.4609375,0.00678612454422,7.70897415373,7.71576027828,2.53274832929e-05,2.07300843158e-12,7.70897415373,2.05401910817e-06,0.00198539255888,8.8205409675e-06,-1.42756027625,5.40676319632,1.12173231726,0,-2.00445511649e-05,5.80541647117e-07,2.00529563907e-05,0,0,0
54,19,-55481.4101562,-98253.640625,0.0058267525503,8.14018608796,8.14601284051,2.88784305017e-06,0,8.14018608796,-3.10308386406e-06,0.000706987801116,1.62161672555e-06,-1.50979254743,5.43435595263,1.09830008535,0,3.13492186782e-05,-7.05802715925e-06,3.21339269171e-05,0,0,0
55,19,-55642.8945312,-98201.5703125,0.00530534884308,9.24333033161,9.24863568045,6.60523052981e-09,0,9.24333033161,6.1068971876e-12,3.75527928281e-05,4.08070338233e-09,-1.62209559748,5.63932432582,0.751472806804,0,-8.92337703517e-11,-9.09615310577e-11,1.27423176477e-10,0,0,0
56,19,-55795.9023438,-98126.421875,0.00530530223111,10.68244073,10.6877460322,0,0,10.68244073,7.2142493241e-21,7.34045705559e-11,0,-1.74938747445,5.93286986548,0.757284076705,0,-1.48486451025e-19,-1.68507329262e-19,2.24595071525e-19,0,0,0
57,19,-55944.84375,-98041.3125,0.00530530223109,11.2127128555,11.2180181578,0,0,-49988.2872871,0,0,0,-1.87244964118,6.03318673283,0.723870352103,0,0,0,0,0,0,0
58,19,-56052.2460938,-97979.5625,0.00530530223109,9.92530843337,9.93061373561,0,-2.14536299836e-09,-99989.0746916,0,0,0,-1.98891053888,5.74710878588,0.603811651959,0,0,0,0,0,0,0
59,19,-56158.3710938,-97916.796875,0.00575562966337,7.72906575906,7.73482138873,3.3853370904e-07,1.63380988738e-08,-74991.5209343,2.51504209372e-12,0.000443430035538,2.09145713428e-07,-2.10018492577,5.26813430044,0.805945179583,0,-2.55456562963e-10,-3.71931636405e-10,4.51210812946e-10,0,0,0
60,19,-56261.7539062,-97850.3515625,0.00575562981764,5.53282468803,5.53858031785,3.3853370904e-07,1.63809318998e-06,-49993.967177,3.07274679487e-05,0.000443433824883,2.09145713428e-07,-2.20762547947,4.7895960684,0.618990419812,0,-0.000248373869387,0.00017075827259,0.00030140996442,0,0,0
61,19,-56360.9257812,-97777.5390625,0.00530530243625,4.23750476894,4.24281007138,0,1.61980966418e-06,-49995.2624969,-4.17637465877e-11,4.18479077003e-09,0,-2.33225739289,4.44422435496,0.48462043146,0,-3.29676719654e-10,2.58334427264e-10,4.18835786188e-10,0,0,0
62,19,-56440.3242188,-97710.4453125,0.00530530228654,4.74401766342,4.7493229657,0,-1.11688891558e-05,-49994.7559712,2.24894681349e-12,4.14200521494e-10,0,-2.49489597046,4.36495007005,0.458550150354,0,2.06869778732e-11,-1.06230849501e-11,2.32551281954e-11,0,0,0
63,19,-56517.8867188,-97640.609375,0.00530530223566,6.15145940255,6.15676470479,0,-1.79049209041e-05,-49993.3485227,-5.89808774557e-13,1.87543271467e-11,0,-2.67532699965,4.41895201707,0.482729091611,0,-1.31886754662e-12,8.72957423928e-12,8.82863964633e-12,0,0,0
64,19,-56595.7617188,-97571.6171875,0.00530530223109,7.5589190468,7.56422434903,0,-6.73583181232e-06,-74991.6910742,0,0,0,-2.85462088791,4.47308531868,0.609204853694,0,0,0,0,0,0,0
65,19,-56676.1132812,-97507.0859375,0.00530530223109,8.96637424836,8.97167955059,0,-9.44498168565e-09,-99990.0336257,0,0,0,-3.0345184732,4.52703515347,0.312320569755,0,0,0,0,0,0,0
66,19,-56761.0976562,-97450.625,0.00530530223115,9.83964883316,9.84495413539,0,-9.44498168565e-09,-99989.1603512,0,4.47139229501e-13,0,-3.0170039595,4.55885247041,0.299026448783,0,0,0,0,0,0,0
67,19,-56831.9414062,-97413.859375,0.00530530223115,9.64457564669,9.64988094892,0,0,-99989.3554244,1.99134873974e-15,4.47139229501e-13,0,-2.64823076183,4.54661507983,0.251042973702,0,-2.14829452045e-14,1.00447409455e-14,2.37152641841e-14,0,0,0
68,19,-56906.1132812,-97382.8203125,0.00530530223109,8.91532856041,8.92063386264,0,0,-99990.0846714,-1.70629826834e-21,8.56828249363e-13,0,-2.51617995028,4.51287587861,0.166245631961,0,2.00570416899e-20,-7.68396195258e-21,2.14785519214e-20,0,0,0
69,19,-56982.7851562,-97356.0703125,0.00530530223111,8.18608147413,8.19138677636,0,0,-99990.8139185,-6.22569491253e-16,1.16226453446e-12,0,-3.11766803376,4.47971963805,0.0198269512267,0,7.93091364736e-15,-2.59115636424e-15,8.34346945735e-15,0,0,0
70,19,-57061.1171875,-97332.1796875,0.00265265111556,7.45683438786,7.45948703897,0,0,-99991.5431656,-7.09683793104e-22,3.05436285094e-13,0,-3.71766713815,4.44639016674,-0.292098125317,0,-1.34986351692e-20,-8.39104348353e-20,8.49892594725e-20,0,0,0
